sample_index,stat_date,character_name,ocid,world_name,level,job,union_level,combat_power,boss_damage_pct,ignore_defense_pct,critical_damage_pct,final_damage_pct,starforce,arcane_force,liberation_quest_clear,genesis_weapon_equipped,genesis_weapon_liberated,destiny_weapon_equipped,destiny_weapon_liberated
297,,라핀데네즈,fe328e55973adc83efb81b907a80057defe8d04e6d233bd35cf2fabdeb93fb0d,유니온,275,렌,8152,12132071,286.0,94.12,60.0,69.23,236.0,1340.0,0,,0,,
298,,사류,0394295559a2df6531f471843a141d9cefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,칼리,10634,874013612,506.0,98.16,158.55,90.08,445.0,1370.0,2,,1,,
299,,민냠무,a291977eb641d28e49f49cf359d853ac,크로아,250,렌,250,963090,131.0,67.67,20.0,69.23,127.0,720.0,0,,0,,
300,,슈슈리슈,0b2c6d0ab986379e4f13170ae51f2633,스카니아,287,소울마스터,9340,131451599,342.0,96.57,92.3,60.88,295.0,1350.0,1,,1,,
301,,일월령,a14a10e231d59edab80c9a4677b9087b,제니스,297,은월,9676,281205943,403.0,92.72,158.75,104.16,356.0,1350.0,1,,1,,
302,,승재,e6399c42e32d43ebd417b9215756df7d,크로아,294,은월,10154,135418471,383.0,95.55,98.2,102.41,311.0,1350.0,1,,1,,
303,,퍼리,b72218fd4b6c92c8380661b1a8d9dc14efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,다크나이트,10875,728681971,533.0,96.19,143.45,122.75,448.0,1370.0,2,,1,,
304,,광어초밥,e280f2e249432943b7fcc9279515cb3d,스카니아,294,윈드브레이커,10881,186488258,361.0,90.08,101.55,82.95,320.0,1370.0,1,,1,,
305,,조민,98d859c4e2154a1b93079dea729bca94efe8d04e6d233bd35cf2fabdeb93fb0d,루나,297,"아크메이지(불,독)",10152,165755997,467.0,96.25,96.85,194.14,290.0,1350.0,1,,1,,
306,,라랑,3ae89a0d97c419d35d5fb0418206a8e9efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,라라,9654,182153918,384.0,95.61,142.3,119.22,274.0,1360.0,1,,1,,
307,,NINE보라,06142793f0a32bf7ad2b9e4b20163c02,제니스,295,제논,10888,163044420,337.0,88.95,95.8,69.88,287.0,1350.0,1,,1,,
308,,파이,19a7abacb6c2172a6c154052aa78d179efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,나이트로드,9805,924365698,582.0,98.1,131.5,63.19,445.0,1350.0,2,,1,,
309,,루머,b02f53fdf08d3b77065a538cec28d514,스카니아,295,팬텀,11067,303497968,326.0,96.01,111.45,87.33,315.0,1360.0,2,,1,,
310,,필통지서,1aabdc173028ea517aeb5d83e5c5931b,크로아,296,보우마스터,10805,212339613,398.0,94.92,144.75,77.35,292.0,1360.0,1,,1,,
311,,위밋,08bc0562ee5d605ac066bed8c2699ce0efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,호영,10309,287005447,316.0,94.08,140.0,124.89,298.0,1370.0,2,,1,,
312,,새틀라이트,945b77aa6b64d1c25ad1866218ead874,유니온,295,메카닉,10525,720432943,490.0,97.79,112.4,56.2,411.0,1350.0,2,,1,,
313,,파자마달룽,c4e045ed5a5338694a2a4a16a858c1d7efe8d04e6d233bd35cf2fabdeb93fb0d,유니온,260,팔라딘,9986,9780219,268.0,86.53,62.0,35.0,202.0,1190.0,0,,0,,
314,,윤선,4c806f62b830292699c732c1c1084f94efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,팔라딘,9969,196206372,389.0,92.65,123.75,93.29,302.0,1350.0,1,,1,,
315,,시시온이,4db3a3ed07f7604a991efa59c97746e2,크로아,225,렌,425,697743,125.0,75.38,20.0,69.23,135.0,440.0,0,,0,,
316,,송은,67b3be610f2423d23831cb8b8b167f86efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,와일드헌터,10862,388974978,501.0,97.46,167.95,126.84,310.0,1360.0,2,,1,,
317,,헌터징,ff4b21e6d9d6e93fc67457c7f08025b9,루나,295,보우마스터,10098,260190617,378.0,98.36,104.95,75.83,264.0,1360.0,2,,1,,
318,,동팔이,18e4362d23c4fba0d2a56f6ac7f1cda7,루나,288,나이트로드,10830,123036294,513.0,96.99,93.1,63.19,285.0,1390.0,1,,1,,
319,,진격썽,0df21699692cd8cd075b204591dc731d,스카니아,290,캐논마스터,10803,116962089,366.0,95.1,90.7,76.09,272.0,1360.0,1,,1,,
320,,넨냠,e3ca3e6fd125a4b623d06b5b2285f037,베라,298,비숍,9510,289380571,361.0,94.66,105.75,233.49,291.0,1350.0,2,,1,,
321,,빛의요람,4b71c52e92f6c6de1376f5f9f047debf,제니스,291,듀얼블레이더,10931,307175934,449.0,89.22,106.9,55.39,389.0,1350.0,1,,1,,
322,,미노샤크,35471fd2f4a818b98819a340cf93f038,크로아,291,스트라이커,10081,80455281,225.0,84.29,105.25,38.89,237.0,1350.0,1,,1,,
323,,SoIerda,37658c6ba7920f2f096d1f0190ad9848,크로아,297,아란,8928,170314874,336.0,90.02,81.9,46.41,319.0,1350.0,1,,1,,
324,,원장,acdf388edae9ecb50f2b5e5c65c431c3,스카니아,298,아크,11023,404899479,422.0,93.69,133.2,55.23,334.0,1360.0,2,,1,,
325,,파카츄츄,d917fc350e3251a279ab32013374416a,루나,297,섀도어,9714,310193344,408.0,95.19,168.0,73.95,311.0,1390.0,2,,1,,
326,,찍네,b8de03324450c18102a5e8d009d3faa4,베라,297,비숍,9800,60274669,251.0,93.35,83.15,233.49,150.0,1360.0,1,,1,,
327,,뿍린섀도어,f2f651b4cdbabb9cbef338bb16a942b3efe8d04e6d233bd35cf2fabdeb93fb0d,유니온,270,섀도어,9260,18308020,352.0,93.41,87.0,56.79,213.0,710.0,0,,0,,
328,,블랙맨맨,ba5ec7c6a082234ecbe80af9ae661e68,에오스,297,나이트로드,10146,313439840,439.0,96.76,123.05,63.19,334.0,1370.0,2,,1,,
329,,박준호,a979ad8b08d2f7273fa70356411ca965,에오스,298,제논,10016,341037832,385.0,96.73,118.5,28.7,385.0,1370.0,2,,1,,
330,,대흑장로,a4947bbf064b185def8eeceacea32769efe8d04e6d233bd35cf2fabdeb93fb0d,유니온,297,아란,9799,85153070,278.0,86.13,82.7,46.41,225.0,1350.0,1,,1,,
331,,섀도줏,2544fdedded0a27b4372ce4d8579c602efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,섀도어,10847,136296421,299.0,91.41,123.0,73.95,263.0,1350.0,1,,1,,
332,,홍련,84180043ef2492e76c74f0352679df7c,에오스,296,"아크메이지(썬,콜)",10431,1043392456,542.0,97.96,120.45,194.14,445.0,1360.0,2,,1,,
333,,하늘과땅차이,26b5ccc1aaa07f88e96b419d22d678e7,스카니아,299,다크나이트,9825,208475645,333.0,93.12,124.95,169.28,270.0,1360.0,1,,1,,
334,,애뿔,e9301c451c4b0418587be61897172215efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,와일드헌터,10796,258928201,363.0,97.02,135.0,126.84,374.0,1370.0,1,,1,,
335,,DAY6,aee6c8d4e34ca19c02e4fa1b6f718458,크로아,295,비숍,10776,715570157,452.0,98.0,120.05,233.49,431.0,1360.0,2,,1,,
336,,정은비,b18c17fc869c13fbc58f7dcd319e28f0efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,바이퍼,10860,685944905,590.0,98.59,136.1,50.4,429.0,1380.0,2,,1,,
337,,HUNWOOK,dbea01d0dc4716b335a96a9b63e7b899efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,듀얼블레이더,10848,55073087,309.0,87.65,72.65,55.39,125.0,1350.0,1,,1,,
338,,솜짱,64893ac7c9a634a8cfe21fb7b340ba25,베라,299,호영,9983,229672059,370.0,91.92,121.95,102.6,303.0,1350.0,1,,1,,
339,,정현영,db1389ab2e93108d6a523665aac92ac9,크로아,298,카이저,10674,730911629,587.0,98.42,139.15,55.08,427.0,1380.0,2,,1,,
340,,보공,4dbd337a40f7bda4c38800a4fb297397,스카니아,295,제로,10031,959471477,569.0,97.67,156.5,62.16,417.0,1350.0,2,,1,,
341,,선서,df1506fcb17e5f35a0bc8fce94fbe4e0,스카니아,295,비숍,10243,326817314,403.0,95.75,119.15,233.49,310.0,1360.0,2,,1,,
342,,택민,a75e9144afb2ca5e6c87147c43a5258c,스카니아,295,와일드헌터,10879,999375366,569.0,98.14,131.65,126.84,437.0,1380.0,2,,1,,
343,,가뜨,906bd4433600cb977b862440beed8024efe8d04e6d233bd35cf2fabdeb93fb0d,루나,297,일리움,9771,232554813,308.0,97.47,122.05,65.0,285.0,1370.0,2,,1,,
344,,하스노코,a4f83417d9ab59e26ef64328543c9a5f,크로아,298,다크나이트,9878,129172053,305.0,89.7,149.9,208.27,293.0,1350.0,1,,1,,
345,,민트카닉,39f8a20d8a36d9973d6f2496b1869c91efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,메카닉,10268,388727746,466.0,96.12,100.35,56.2,427.0,1350.0,1,,1,,
346,,작곰,0d47feea07f506812dfdceabdd35ecccefe8d04e6d233bd35cf2fabdeb93fb0d,유니온,295,아크,10389,177866895,335.0,93.7,99.25,55.23,284.0,1350.0,2,,1,,
347,,쯔쵸단,47cdd430e5b1923b1d028d206170846b,크로아,299,비숍,9308,231095871,306.0,90.16,125.9,233.49,299.0,1390.0,2,,1,,
348,,ttl별이보임,0199873a89d583b9d564c65cb7ecfd1fefe8d04e6d233bd35cf2fabdeb93fb0d,루나,294,다크나이트,10777,162654313,312.0,90.31,119.55,208.27,315.0,1350.0,1,,1,,
349,,돔캐시,f9286e2ee55eb93feac050c4850ebafa,루나,298,나이트로드,9856,180688924,344.0,93.53,113.05,63.19,319.0,1350.0,1,,1,,
350,,s이승s,a6d4305ef74b14cb4e5b6b93b6bc83b4,크로아,210,비숍,210,225770,60.0,53.45,21.0,203.17,60.0,180.0,0,,0,,
351,,모피,d1513126667c9cbad59df8ef6316c199efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,비숍,10006,201286656,321.0,95.42,103.65,233.49,232.0,1370.0,2,,1,,
352,,쿵빡,cc507f1f863bafce6b5407a2682de8ec,크로아,296,다크나이트,10632,569975725,484.0,97.88,145.4,185.44,417.0,1350.0,2,,1,,
353,,카와이동근,d68e9e2b0544bb3319189a913dd9d415efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,아크,10402,253219807,395.0,94.28,115.95,55.23,294.0,1360.0,2,,1,,
354,,두근,84f9146d2cb4d850a0ea6b31a915f1b8,스카니아,299,팬텀,10037,425569632,405.0,95.26,120.5,87.33,319.0,1360.0,2,,1,,
355,,바쨩,7523a185a882bd8b5b47719443f667a4efe8d04e6d233bd35cf2fabdeb93fb0d,에오스,293,렌,9949,262310716,380.0,94.97,100.85,86.15,321.0,1360.0,2,,1,,
356,,깡김,7996447177d84a87c8bc813e2da979f7,루나,297,루미너스,10243,242084275,406.0,97.86,90.4,104.82,304.0,1360.0,2,,1,,
357,,가드너프예정,1157102ae5e898cbca24a9f4b542c625,크로아,298,미하일,9902,208025085,396.0,93.42,155.35,106.25,334.0,1360.0,1,,1,,
358,,애깅이,9741de2a4b35cd53361b410589ed95ddefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,"아크메이지(썬,콜)",10889,777500823,691.0,99.04,160.45,194.14,407.0,1360.0,2,,1,,
359,,루웽,a3589796b12f9e2d3d6d047ea655b4c9,스카니아,295,섀도어,10868,625462530,488.0,97.42,143.35,72.46,431.0,1360.0,2,,1,,
360,,룬쏀,8d92f22fea9f5687d5c365cdd5cf5946efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,201,제로,,277698,109.0,80.47,68.0,47.42,30.0,40.0,0,,0,,
